Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753421586860942, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10754233269618819, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754233300050966, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10754233515197232, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10754233629706073, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10754233750635170, cell_y1=8138, cell_y2=9496, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754234094066494, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10754234169480344, cell_y1=-2726, cell_y2=-1368, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10754234218550058, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10754234278817451, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10754234366135460, cell_y1=-6800, cell_y2=-5442, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10754234491564234, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10754234677658860, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10754234776710441, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10754234943846849, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10754235078638695, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754235184149913, cell_y1=25792, cell_y2=27150, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10754235681709621, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10754235717286670, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10754236034927090, cell_y1=-2726, cell_y2=-1368, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10754236057962971, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10754236201945447, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10754236315833574, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10754236381365251, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
{cell_x1=37720, cell_x2=39360, playerName=Kevin Baer, ts=10754233256848845, cell_y1=5422, cell_y2=6780, timeInGame=0.0, percent_time_in_time_cell=2.7928900046100007}
{cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10754236057962971, cell_y1=-2726, cell_y2=-1368, timeInGame=0.0, percent_time_in_time_cell=0.4970330028800001}
{cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10754234491564234, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, percent_time_in_time_cell=3.1572052030200006}
{cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754235184149913, cell_y1=27150, cell_y2=28508, timeInGame=0.0, percent_time_in_time_cell=2.0406195874000006}
{cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754233300050966, cell_y1=25792, cell_y2=27150, timeInGame=0.0, percent_time_in_time_cell=1.3115036794099995}
{cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10754235681709621, cell_y1=12212, cell_y2=13570, timeInGame=0.0, percent_time_in_time_cell=3.3160401718400028}
{cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10754235078638695, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, percent_time_in_time_cell=3.0484940421199926}
{cell_x1=24600, cell_x2=26240, playerName=Nick Gertje, ts=10754234776710441, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, percent_time_in_time_cell=0.32092082808000005}
{cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10754233515197232, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, percent_time_in_time_cell=3.090720569479999}
{cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10754232289746731, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, percent_time_in_time_cell=0.25515934205}
{cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10754214301814381, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, percent_time_in_time_cell=1.0597627828299951}
{cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10754233629706073, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, percent_time_in_time_cell=2.5158972347400006}
{cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10754234278817451, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, percent_time_in_time_cell=3.3407853769699973}
{cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10754234169480344, cell_y1=-2726, cell_y2=-1368, timeInGame=0.0, percent_time_in_time_cell=0.87551517494}
{cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10754236201945447, cell_y1=8138, cell_y2=9496, timeInGame=0.0, percent_time_in_time_cell=1.6131208453500003}
{cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10754233750635170, cell_y1=6780, cell_y2=8138, timeInGame=0.0, percent_time_in_time_cell=1.7458650763200012}
{cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10754235717286670, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, percent_time_in_time_cell=3.353438969269999}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10754236616890099, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10754236738316113, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10754236755664345, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10754236757975889, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10754237057544756, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10754237248942496, cell_y1=-6800, cell_y2=-5442, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10754237340694785, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10754237539587780, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=37720, cell_x2=39360, playerName=Kevin Baer, ts=10754237750986840, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10754238013641355, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754238018633040, cell_y1=25792, cell_y2=27150, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=37720, cell_x2=39360, playerName=Kevin Baer, ts=10754238152820229, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754238180013177, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10754238315167138, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Nick Gertje, ts=10754238340510947, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10754238461678732, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10754238678614506, cell_y1=8138, cell_y2=9496, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10754238918796892, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10754238958108938, cell_y1=-6800, cell_y2=-5442, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10754239033453491, cell_y1=-2726, cell_y2=-1368, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10754239135539119, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754239222084318, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10754239453508225, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10754239536614614, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10754239649594384, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10754239847865288, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10754239891683493, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754240069117380, cell_y1=25792, cell_y2=27150, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10754240538260975, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10754240593673703, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10754240825931072, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10754240932912134, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10754241002953136, cell_y1=-2726, cell_y2=-1368, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10754241234333413, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10754241238801621, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10754241333933029, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10754241363641794, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10754241373280188, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10754241571855049, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10754242001523680, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10754242037935486, cell_y1=-6800, cell_y2=-5442, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10754242366564516, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10754242391642268, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=37720, cell_x2=39360, playerName=Kevin Baer, ts=10754242641957892, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10754242757662908, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=37720, cell_x2=39360, playerName=Kevin Baer, ts=10754243048791213, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754243059975623, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10754243115137110, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754243140554253, cell_y1=25792, cell_y2=27150, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10754243293651620, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Nick Gertje, ts=10754243449494668, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10754243550082005, cell_y1=-6800, cell_y2=-5442, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10754243558776605, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10754243606594001, cell_y1=8138, cell_y2=9496, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10754243897426897, cell_y1=-2726, cell_y2=-1368, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10754244052527993, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10754244220550691, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754244350102111, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10754244395570513, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10754244415452382, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10754244751883370, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754244954086322, cell_y1=25792, cell_y2=27150, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10754245006654759, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10754245359235832, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10754245505638831, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10754245593899712, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10754245663877689, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10754245909890129, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10754245970979433, cell_y1=-2726, cell_y2=-1368, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10754245971617878, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10754246008245116, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10754246087302207, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10754246161769870, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10754246526820397, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10754246826928772, cell_y1=-6800, cell_y2=-5442, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10754246945502435, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10754247193540539, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10754247442590239, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10754247501684912, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=37720, cell_x2=39360, playerName=Kevin Baer, ts=10754247532928686, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10754247915106421, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754247939937571, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=37720, cell_x2=39360, playerName=Kevin Baer, ts=10754247944762470, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10754248125625355, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10754248142055339, cell_y1=-6800, cell_y2=-5442, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10754248198756947, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754248262476523, cell_y1=25792, cell_y2=27150, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10754248534572792, cell_y1=8138, cell_y2=9496, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Nick Gertje, ts=10754248558477043, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10754248761400903, cell_y1=-2726, cell_y2=-1368, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10754248791507404, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10754248969516701, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10754249254526503, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10754249377396371, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754249478120242, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10754249655901366, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754249839053532, cell_y1=25792, cell_y2=27150, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10754250121628954, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10754250180210473, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10754250361868051, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10754250394843477, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10754250417603868, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10754250485847041, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10754250579594502, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10754250643209636, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10754250939005612, cell_y1=-2726, cell_y2=-1368, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10754250940270327, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10754251084738379, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10754251481785474, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10754251615922004, cell_y1=-6800, cell_y2=-5442, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10754251889480957, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10754252020517555, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10754252245706468, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=37720, cell_x2=39360, playerName=Kevin Baer, ts=10754252423899801, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10754252493537764, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10754252715076996, cell_y1=-12232, cell_y2=-10874, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10754252734028562, cell_y1=-6800, cell_y2=-5442, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10754252819900706, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
